Latitude,Longitude
12.962641,77.582663
12.969692,77.562124
12.95101,77.559594
12.994391,77.562534
12.98029,77.593917
12.986262,77.572636
12.984625,77.598117
12.991333,77.560912
12.926417,77.540829
13.001032,77.563655
12.965345,77.567735
12.963593,77.574805
12.931547,77.602218
12.97893,77.574994
12.991481,77.57421
12.911632,77.587285
12.943702,77.630073
13.008928,77.593372
12.995435,77.652832
12.968181,77.573591
12.982284,77.575818
12.952175,77.597233
13.000098,77.641732
12.982346,77.619077
13.012008,77.568864
12.976834,77.579541
12.948309,77.590933
12.970925,77.584546
12.952168,77.609326
12.947076,77.594137
12.983931,77.539595
12.995728,77.591891
12.976854,77.586948
12.9609,77.625454
13.00019,77.557226
12.979374,77.571754
12.940226,77.590365
12.914609,77.563651
12.99091,77.57736
12.983289,77.572328
12.991235,77.575131
13.004148,77.567719
13.016585,77.548275
12.934775,77.560094
12.922017,77.584921
12.970109,77.568691
12.964966,77.587441
13.032983,77.548093
12.913217,77.599833
12.926383,77.568825
12.979533,77.582437
12.953072,77.656604
12.965533,77.667117
12.980054,77.628129
13.016504,77.577291
12.941633,77.639013
12.964298,77.555098
13.007049,77.573046
13.020016,77.632305
13.015377,77.58151
12.991714,77.658008
12.9466,77.614397
12.922325,77.615175
12.922467,77.615787
12.968969,77.636106
12.976146,77.561696
12.955808,77.635902
12.981826,77.635854
12.991323,77.635546
12.995465,77.572892
12.95971,77.641863
12.979464,77.597259
12.997054,77.574589
12.957581,77.557976
12.977606,77.574802
12.985322,77.584015
12.967453,77.581313
13.007427,77.56868
12.961936,77.561976
12.958166,77.620306
12.98238,77.598016
12.991874,77.551802
12.967087,77.570963
12.918837,77.607699
12.979974,77.581369
12.992097,77.622806
12.942433,77.576916
13.009143,77.585723
12.975766,77.563753
12.941026,77.626
12.997812,77.570652
12.97072,77.572963
12.969186,77.57395
12.988192,77.555029
12.931581,77.604446
12.993714,77.549569
13.012256,77.657083
12.979579,77.58624
12.911056,77.566682
12.976006,77.586662
12.973308,77.600613
12.960455,77.644246
13.004401,77.588795
12.96852,77.55428
12.996429,77.584249
13.003342,77.575277
13.007486,77.660795
12.95501,77.547769
12.987746,77.613181
12.980258,77.575421
12.989702,77.630906
12.974184,77.578692
12.964652,77.654324
13.014758,77.583203
12.995293,77.574325
12.999076,77.589367
12.991297,77.615502
12.993781,77.635072
13.002247,77.556445
13.008072,77.615431
12.939791,77.596428
12.977135,77.571917
12.986604,77.666509
12.950409,77.579535
12.978601,77.589924
12.932416,77.591475
12.942894,77.604462
12.977834,77.614737
12.969472,77.656875
12.972514,77.58128
12.966451,77.583159
12.942088,77.557314
13.000273,77.573474
12.972513,77.56528
13.008515,77.557875
12.972276,77.590439
13.010429,77.571157
12.967515,77.57807
13.017609,77.581194
12.981928,77.574389
12.924162,77.602354
12.96841,77.577253
12.96946,77.577723
12.949604,77.587885
12.968225,77.638111
12.934824,77.561903
12.969076,77.657222
12.925148,77.578909
12.981309,77.59218
12.938565,77.637343
12.997271,77.572961
12.994497,77.630147
12.985179,77.574794
13.038156,77.558467
12.968776,77.578704
12.995795,77.573756
12.96374,77.587368
12.979923,77.552879
12.978538,77.648866
12.95351,77.587908
12.963207,77.576944
12.979425,77.592169
12.978397,77.655056
12.991059,77.563656
12.958415,77.583845
12.99287,77.561435
13.030298,77.577371
12.995036,77.571158
13.025819,77.567353
13.033883,77.580832
12.999152,77.628549
12.985666,77.565021
12.96674,77.57718
12.974841,77.593082
12.963061,77.589987
12.981724,77.629932
13.019092,77.589217
12.972169,77.642692
12.977689,77.641993
12.977151,77.626155
12.997471,77.562159
12.99341,77.624263
12.980722,77.577571
12.990237,77.636303
12.995626,77.621518
13.007129,77.621596
12.973938,77.580221
13.00421,77.564065
12.979694,77.634351
12.98954,77.5948
12.959089,77.525726
13.002215,77.588372
12.975521,77.622911
12.967378,77.572238
12.989971,77.6294
12.957192,77.585904
12.989495,77.574332
12.972301,77.59307
12.987614,77.587615
13.026452,77.554507
12.980908,77.565667
12.926781,77.568062
12.966709,77.588403
12.966153,77.637094
13.00701,77.569407
12.995016,77.600653
12.960644,77.59992
13.00538,77.569994
12.990782,77.538307
12.936861,77.586838
12.951567,77.572601
12.997643,77.595348
12.95283,77.590256
12.967404,77.623792
12.930547,77.606448
13.017747,77.555788
12.927361,77.612445
12.97754,77.58462
12.958279,77.604931
13.00289,77.584496
12.93753,77.569828
12.920789,77.565864
12.98691,77.585755
12.980296,77.568161
12.97573,77.568113
12.970655,77.585307
12.970595,77.600518
12.97516,77.566245
12.981944,77.640588
13.003571,77.636344
12.97766,77.631827
12.973982,77.662178
12.933265,77.617046
12.913567,77.587346
13.000588,77.558258
12.969119,77.592513
12.958718,77.574121
12.97054,77.552378
12.955925,77.611268
12.968907,77.570839
12.983365,77.570194
12.968387,77.573705
12.931544,77.54464
12.978943,77.577553
12.963451,77.590482
12.975504,77.595848
12.99664,77.571126
12.940195,77.605642
12.98038,77.572825
12.913884,77.58058
12.972252,77.601649
12.968937,77.570612
12.974736,77.602254
12.97422,77.630561
12.974516,77.555335
12.980694,77.665133
12.910608,77.589029
12.979371,77.578976
13.000467,77.567797
12.993539,77.640449
12.93797,77.548949
12.962141,77.640227
13.001662,77.575888
12.960701,77.567019
12.98271,77.571947
12.991106,77.578124
12.970161,77.648483
12.99655,77.591606
12.945738,77.574547
13.003987,77.54092
12.956594,77.575797
13.004226,77.588261
12.983243,77.561669
12.991681,77.550912
13.000712,77.560315
12.969358,77.618593
12.959102,77.582123
13.000211,77.569741
12.970775,77.653305
12.98129,77.654749
12.969848,77.572316
12.992077,77.60242
12.945947,77.579649
12.968744,77.556246
12.940371,77.576873
12.916052,77.559742
12.959498,77.557632
12.939418,77.596463
12.994707,77.636966
12.950265,77.587686
12.980828,77.546666
12.912263,77.574254
12.990402,77.59779
12.963143,77.567796
12.976806,77.61525
12.98504,77.582556
12.984619,77.540824
12.944469,77.557476
12.918393,77.542161
12.934315,77.591433
12.975871,77.572183
13.007026,77.596572
12.983117,77.588796
12.998238,77.577355
12.974795,77.560989
12.9971,77.643595
12.987477,77.628025
12.913981,77.610576
12.987703,77.581814
12.917171,77.583662
12.963416,77.577876
13.006349,77.584701
12.926277,77.570015
12.924805,77.555401
13.013891,77.567309
12.967354,77.555974
12.985848,77.57247
12.938002,77.60864
12.956499,77.593613
13.016604,77.54858
13.010096,77.543471
12.949059,77.585286
13.008856,77.592288
12.987243,77.646587
12.96026,77.63646
12.961822,77.587766
12.992436,77.571052
12.947954,77.659513
12.980125,77.580947
12.981518,77.565515
12.959102,77.615908
13.020847,77.571436
12.992849,77.654819
12.951295,77.599488
12.998839,77.576101
13.020337,77.580918
12.969339,77.593912
13.005701,77.561415
12.989798,77.633623
12.954665,77.575716
12.994574,77.558312
12.96956,77.633498
12.97472,77.567631
12.97034,77.65553
12.998061,77.56825
12.930876,77.578045
12.971018,77.649989
12.973113,77.55147
12.985519,77.576006
12.990058,77.637366
13.020361,77.590809
12.970013,77.576723
12.948936,77.627673
12.94033,77.585088
12.93536,77.55905
12.966393,77.595893
12.985118,77.564167
12.999198,77.55969
12.977932,77.582408
12.99967,77.570776
12.977241,77.586295
13.010798,77.598848
12.964446,77.577775
12.988465,77.643809
12.934174,77.581939
12.983874,77.581413
12.966113,77.602308
12.990014,77.572428
12.97322,77.539203
12.957655,77.561257
12.955389,77.565956
12.961612,77.580132
12.942396,77.580854
12.953946,77.644384
12.997229,77.567399
12.915902,77.57601
12.985774,77.576094
12.961002,77.577711
12.920032,77.586181
12.971233,77.591094
13.002509,77.570154
12.986884,77.593069
13.005301,77.567004
12.963395,77.553279
12.988834,77.590422
12.99736,77.662436
13.002708,77.554036
12.940497,77.573836
13.010909,77.587635
12.928219,77.563357
12.947744,77.630649
12.999737,77.570275
12.969993,77.584485
12.910402,77.562295
12.988241,77.615044
13.035692,77.573537
12.94056,77.556414
12.983459,77.587307
12.987977,77.565225
12.978777,77.560001
13.015985,77.596426
12.986529,77.557052
12.99193,77.553472
13.000569,77.576186
12.96288,77.581005
12.970544,77.581615
12.975465,77.569733
12.932188,77.582461
12.983091,77.577909
12.92426,77.58499
12.975143,77.58652
13.012622,77.578471
12.981395,77.596706
12.973164,77.629802
13.007664,77.575556
12.992585,77.56121
13.000518,77.571181
12.928704,77.621987
12.979509,77.62376
12.96014,77.558895
12.984034,77.570299
12.96323,77.552104
13.011844,77.556867
12.97585,77.572454
12.914518,77.567743
12.971805,77.639041
12.984926,77.632952
12.984421,77.659951
12.94905,77.555073
13.003668,77.5845
12.988369,77.568704
12.969514,77.569268
12.966996,77.564782
12.950433,77.577468
12.980318,77.622033
12.961224,77.562645
12.98938,77.547352
12.987649,77.578387
12.995199,77.621534
12.997271,77.572961
12.947746,77.555174
12.957227,77.600091
12.993494,77.602378
12.984163,77.640501
12.913092,77.560996
12.951775,77.592788
12.968649,77.624722
12.978839,77.624599
12.939992,77.569216
12.943833,77.578836
12.975632,77.577094
12.959828,77.602465
12.968908,77.679344
13.003541,77.566317
12.932779,77.57951
12.928455,77.560366
12.979375,77.587063
13.016163,77.565514
12.968659,77.577545
12.94173,77.616448
12.974561,77.608209
12.948359,77.596139
13.011439,77.578968
12.916984,77.585068
13.004183,77.556373
12.994623,77.627848
12.978383,77.619214
13.006465,77.580641
12.933395,77.553274
12.974732,77.617961
12.928505,77.593394
12.996575,77.564045
13.002097,77.647898
12.976699,77.573933
12.987646,77.569012
12.911988,77.570794
12.930082,77.58127
12.969141,77.580138
12.953167,77.650207
12.989111,77.560496
12.965563,77.561594
12.996931,77.576717
12.991131,77.568305
12.974444,77.641512
12.970264,77.642596
12.974866,77.574667
12.955432,77.580329
13.0093,77.54965
12.964044,77.582379
12.922121,77.548762
12.969798,77.63852
13.004025,77.567596
12.970128,77.607601
12.983575,77.594269
13.029403,77.57243
12.974303,77.618317
12.952947,77.588733
12.986013,77.564402
12.967258,77.603935
12.999287,77.595299
12.942642,77.595856
12.969356,77.568585
12.965857,77.677108
12.979674,77.585129
12.929185,77.576175
12.950751,77.658453
12.967824,77.548251
12.920061,77.582673
12.983158,77.57756
13.01435,77.57117
12.910546,77.583216
12.93206,77.610125
12.950839,77.58106
12.98968,77.572306
12.973372,77.646281
12.982845,77.584787
12.942098,77.580485
12.943558,77.551495
12.93111,77.579696
12.96262,77.590976
13.009123,77.583986
12.976177,77.555541
12.96146,77.577436
12.95333,77.544252
12.978612,77.605289
12.97967,77.591995
13.006552,77.56291
13.013508,77.593508
12.963961,77.605326
12.979224,77.568151
12.962753,77.568744
12.99852,77.560596
12.9916,77.564241
12.964863,77.632055
12.98557,77.572245
12.970083,77.673114
12.989797,77.641284
12.979286,77.597617
12.988123,77.585034
12.94277,77.589368
12.985789,77.650009
12.951575,77.574279
12.995754,77.580934
12.964322,77.607844
12.936159,77.582736
13.005748,77.591764
12.986664,77.64965
12.920705,77.569567
13.019609,77.587599
12.980515,77.640004
12.985964,77.591725
13.015772,77.571502
12.932581,77.532824
12.980949,77.657577
12.982981,77.562598
12.947808,77.605486
12.972061,77.556917
12.983584,77.653445
12.949789,77.556483
12.948936,77.627673
13.003781,77.568414
13.004224,77.568375
13.003146,77.630163
12.981484,77.563188
12.984094,77.584641
12.996495,77.57732
12.958934,77.640647
12.958065,77.579453
12.964057,77.561289
12.983588,77.56413
12.9492,77.568917
12.972729,77.631795
12.926549,77.585452
12.985478,77.595884
12.981281,77.589475
12.972638,77.58376
12.959672,77.534057
12.998265,77.574545
12.979357,77.6302
13.020001,77.598472
12.96978,77.568121
12.981858,77.598482
12.931707,77.576391
13.000588,77.558258
12.96701,77.588697
12.969269,77.580489
12.991185,77.571564
12.985465,77.558111
12.958913,77.583089
12.922294,77.594875
12.986518,77.577272
12.983231,77.575867
12.985886,77.608571
12.965323,77.57673
12.921758,77.546871
12.964886,77.644723
12.988756,77.641985
12.976015,77.548777
13.005986,77.549824
12.993143,77.591284
13.014425,77.561481
13.00904,77.63207
12.931988,77.579585
12.983811,77.620197
12.952626,77.579335
12.970924,77.650637
12.929274,77.607418
12.969107,77.637169
12.990261,77.605029
12.973265,77.660186
12.978454,77.646564
12.935805,77.577955
13.003828,77.561857
13.015819,77.553881
12.985212,77.572294
12.96602,77.552473
12.947973,77.566705
12.983329,77.556698
13.013871,77.643995
12.949826,77.583043
12.988561,77.561904
12.912984,77.596323
12.916095,77.55048
12.952525,77.563868
12.950127,77.604846
12.942623,77.573378
12.981425,77.568106
12.971361,77.623376
13.006509,77.590066
13.026275,77.570386
12.925921,77.586437
13.017709,77.608422
12.987112,77.593329
12.971265,77.597633
12.97512,77.555049
12.996057,77.556268
12.972879,77.594355
12.984059,77.579205
13.00536,77.562018
12.982764,77.570671
12.971854,77.598259
12.961511,77.584056
12.99015,77.616877
12.979311,77.575691
12.915946,77.56939
12.950491,77.591635
13.004573,77.566063
12.994476,77.595872
12.989483,77.640712
12.986024,77.567423
12.961428,77.563182
12.9243,77.563091
12.988539,77.64805
12.955143,77.570055
12.939538,77.565685
12.973286,77.588104
13.009169,77.570408
12.98925,77.56125
13.005069,77.59026
12.978984,77.624714
12.97623,77.534524
12.960786,77.567542
12.952386,77.615179
12.991144,77.532395
12.962937,77.575603
12.943515,77.59791
12.995897,77.592148
13.022565,77.564284
12.957807,77.634007
13.000061,77.62793
13.00617,77.566518
12.988296,77.557095
12.99598,77.580996
12.921214,77.605372
12.963544,77.587694
12.975734,77.568384
12.985962,77.652609
13.003328,77.626115
13.001103,77.582607
12.990146,77.567219
12.978806,77.583433
13.023629,77.557981
12.990546,77.661253
13.022611,77.566782
12.987988,77.638203
12.981077,77.566326
12.988581,77.606909
12.976411,77.588607
12.978716,77.579672
12.966739,77.551234
12.912067,77.559565
12.91943,77.607549
12.990958,77.640107
12.975862,77.658394
12.979357,77.6302
12.995824,77.597813
12.986097,77.661513
12.969497,77.56729
12.973985,77.655358
12.919081,77.616094
12.97107,77.56023
12.973838,77.640844
12.979744,77.568633
12.978622,77.578396
13.013299,77.595879
12.980944,77.540399
12.956857,77.566437
12.982407,77.626965
12.911681,77.578358
12.927646,77.579486
12.981834,77.546642
12.961908,77.553431
12.974193,77.613761
12.987898,77.590496
12.982664,77.648115
12.976916,77.568993
12.976777,77.562556
12.970651,77.561279
12.986938,77.647304
12.927259,77.552801
12.99327,77.569217
12.967675,77.581468
12.91897,77.611691
12.9331,77.562294
12.929527,77.598843
12.976954,77.580851
12.962637,77.583689
12.968476,77.615838
12.973478,77.575577
13.000225,77.59773
13.01139,77.669707
12.923892,77.599974
12.912128,77.571441
12.998133,77.585661
13.002367,77.580607
12.990423,77.562356
12.933229,77.580886
12.955641,77.607503
13.009209,77.645967
12.949829,77.575596
12.918391,77.567945
12.97932,77.553897
13.003461,77.578557
12.983524,77.581433
12.969444,77.658162
12.988979,77.566136
12.981271,77.659701
12.953515,77.587008
12.996069,77.561754
13.013,77.570919
12.985451,77.626723
12.950466,77.556014
12.969181,77.549028
12.958144,77.644656
12.991624,77.653285
12.997257,77.587415
12.949301,77.59479
12.970696,77.615745
12.955343,77.570592
12.959434,77.57295
12.981593,77.536407
12.955364,77.565828
12.978797,77.568364
12.969315,77.603924
13.017136,77.556541
12.953333,77.570278
12.97341,77.556565
12.983617,77.636939
12.994535,77.571668
12.938749,77.576988
12.994101,77.57541
12.989276,77.623262
13.027381,77.549391
12.993077,77.642179
12.91742,77.595747
12.965062,77.546121
12.980166,77.592654
13.003172,77.548778
13.00733,77.553564
12.93339,77.582559
12.965462,77.587315
12.918026,77.59407
12.91359,77.588731
12.96923,77.624779
13.027032,77.568051
12.985733,77.566052
12.981087,77.675476
12.961553,77.56763
12.990038,77.561231
12.925617,77.577681
12.959991,77.551932
12.980391,77.60556
12.969905,77.571637
12.997925,77.581627
12.960887,77.570198
12.977169,77.570798
12.97145,77.626793
12.950778,77.621049
12.988821,77.576621
12.953545,77.565669
12.992751,77.636989
13.002859,77.575552
13.012303,77.577493
12.982384,77.633119
13.016871,77.575145
12.964662,77.564922
12.931844,77.608005
12.92328,77.582602
12.970689,77.576649
12.924232,77.567986
12.957104,77.563065
12.977345,77.60121
12.957477,77.581954
12.921227,77.589813
13.02873,77.637042
13.019695,77.581286
13.010104,77.561855
13.004873,77.588403
13.024145,77.592968
13.000835,77.577408
13.018492,77.55225
12.970079,77.556174
12.97752,77.633277
12.959069,77.576032
12.995556,77.631257
12.958934,77.578422
12.989861,77.53383
12.9976,77.584288
12.916719,77.605443
12.968755,77.56946
12.991549,77.621919
12.959496,77.563218
12.99195,77.5887
12.938323,77.570301
12.981785,77.623628
12.972533,77.595102
12.964349,77.56159
12.970396,77.577732
12.950821,77.581384
12.991708,77.668821
12.973123,77.645324
12.913989,77.598774
12.978286,77.569851
12.959482,77.575967
12.941282,77.602845
12.937941,77.604126
12.990397,77.590949
12.995405,77.630252
13.004818,77.547294
12.967439,77.562992
12.975984,77.580588
12.960955,77.626998
13.013406,77.572909
12.974378,77.559005
12.976024,77.590887
12.983468,77.567338
12.960146,77.575022
12.965273,77.616146
12.96416,77.560098
12.996031,77.598549
12.975965,77.654771
12.992671,77.647465
12.981888,77.623432
12.968289,77.617439
13.009791,77.556506
12.994278,77.596114
12.973556,77.650031
12.942318,77.560024
12.997962,77.563844
12.946996,77.532259
12.941961,77.59615
12.979044,77.607715
12.964329,77.636977
12.963179,77.626696
12.961582,77.557978
13.005038,77.564944
12.965257,77.574128
13.002251,77.539125
12.922296,77.626198
12.992843,77.66534
12.946957,77.596564
12.942732,77.650412
12.995769,77.580926
12.958668,77.552806
12.999433,77.575114
12.934961,77.589365
12.984766,77.641656
12.967542,77.602279
13.024568,77.583206
12.947002,77.602355
12.956176,77.556792
12.977193,77.633253
12.990831,77.558153
12.945184,77.590253
12.991692,77.622346
12.981447,77.575334
13.002802,77.575762
12.959374,77.6008
12.952933,77.55651
12.944687,77.577556
12.987563,77.638338
12.950247,77.648091
12.989017,77.556892
12.976567,77.576062
12.970383,77.573005
12.990833,77.546779
12.979524,77.564716
12.965431,77.554403
12.968728,77.551019
12.98055,77.664037
12.974494,77.583955
12.946837,77.565525
12.960836,77.634516
12.953999,77.55637
12.969513,77.574722
12.959153,77.57986
12.939263,77.587481
12.956275,77.558738
13.013961,77.581734
12.975377,77.578683
12.99903,77.63758
12.973352,77.660291
12.978864,77.590752
12.930525,77.61144
13.032435,77.585658
12.920228,77.588861
12.920241,77.602322
12.979124,77.564598
12.979163,77.65957
12.911079,77.545699
12.935638,77.588721
13.007029,77.586068
12.922081,77.57228
12.962897,77.670563
12.92859,77.59697
12.962339,77.637685
13.028658,77.556966
12.925775,77.595084
12.976523,77.663667
12.971387,77.597923
12.977885,77.575421
13.010162,77.599252
12.98584,77.65114
12.994763,77.670617
12.999938,77.633823
12.974297,77.643249
12.92791,77.593818
12.978136,77.652506
12.984914,77.566548
13.001038,77.57707
12.975373,77.582598
12.990638,77.584717
13.020489,77.550993
12.995123,77.580264
12.970227,77.655435
12.979299,77.649807
12.965737,77.602335
12.947488,77.541446
12.997952,77.573578
12.991469,77.639931
12.986718,77.62984
12.959013,77.561897
12.967079,77.579157
12.964346,77.556181
12.94582,77.602245
12.993491,77.584199
12.999596,77.561098
12.988344,77.555585
12.963698,77.648761
12.978297,77.582957
12.988521,77.566434
12.958627,77.577452
13.004894,77.579367
12.91859,77.581441
13.003875,77.62291
12.956253,77.57853
12.975795,77.575155
12.934815,77.57724
12.99519,77.56848
12.973588,77.63331
13.004498,77.577672
12.961688,77.610784
12.957222,77.635594
12.920085,77.593451
12.949977,77.534392
13.005909,77.570574
12.993759,77.558051
12.97043,77.585218
12.983327,77.606924
12.995779,77.575543
12.960531,77.563361
12.97611,77.642935
12.9672,77.617218
12.995355,77.586594
12.967645,77.628931
12.954487,77.552135
12.997139,77.591165
12.982941,77.567967
12.971492,77.569432
12.978798,77.569489
12.999571,77.558585
12.973812,77.632357
12.982854,77.590671
12.97343,77.584406
12.930791,77.572402
12.91051,77.601741
12.978161,77.590473
12.988553,77.566457
12.974456,77.549859
12.951849,77.605426
12.987779,77.648236
12.920746,77.583262
13.005959,77.574163
12.928533,77.593095
12.983614,77.630728
13.022974,77.597429
12.960205,77.567114
13.00862,77.648946
12.993748,77.65105
12.973228,77.636178
12.963141,77.563686
13.024742,77.571688
13.001719,77.577114
12.923984,77.58578
12.95473,77.583378
13.023072,77.598198
13.010509,77.594506
12.926552,77.533448
12.989219,77.631044
12.968341,77.579516
12.923592,77.544576
13.002375,77.591525
12.984014,77.548879
13.027213,77.568083
12.955367,77.548067
12.9789,77.663928
12.942652,77.554513
12.958824,77.593449
12.986947,77.561861
12.97554,77.578832
12.959049,77.581625
13.003495,77.563875
12.986166,77.588527
12.92448,77.573582
12.979932,77.56088
12.973921,77.590034
12.932538,77.590081
12.988566,77.597702
12.987311,77.589561
12.973587,77.568394
12.968421,77.567693
13.026972,77.592438
13.011348,77.549125
12.992838,77.573447
12.990299,77.635365
12.999013,77.566146
12.9398,77.643954
12.974719,77.571653
12.971459,77.640919
12.997019,77.600705
12.944512,77.571054
12.949062,77.668722
12.97677,77.610757
12.980021,77.559083
12.91045,77.590751
12.918394,77.590671
12.922061,77.587202
12.974293,77.538317
12.980707,77.565347
13.007363,77.558331
12.983457,77.576699
12.989199,77.607367
12.993721,77.569401
12.941633,77.639013
12.943443,77.566656
13.012485,77.567502
12.973027,77.659385
13.014667,77.6452
12.963008,77.560253
12.997415,77.567517
12.967662,77.632044
12.981156,77.56036
12.928713,77.55083
12.970754,77.611797
12.939876,77.583314
12.928112,77.595499
12.950786,77.534602
12.977116,77.675522
12.985923,77.6281
12.964674,77.573508
12.912176,77.567156
12.988148,77.583725
13.012373,77.562364
12.959002,77.591718
12.99174,77.641311
13.023574,77.603025
12.971426,77.58901
12.998273,77.607563
12.97766,77.650982
12.981176,77.591065
12.959861,77.569432
12.979522,77.546536
12.997655,77.559862
12.965557,77.580749
12.960501,77.5794
12.965212,77.577554
12.9962,77.614134
12.930628,77.559348
12.950902,77.572996
12.996481,77.633389
12.954451,77.62583
13.009122,77.581643
12.973795,77.578063
13.021277,77.524517
12.98622,77.600797
12.952962,77.550207
12.979395,77.643866
12.924786,77.570958
12.981949,77.643085
12.925647,77.564934
12.981401,77.581499
12.973401,77.636739
12.940424,77.562949
12.968301,77.631137
12.966498,77.662926
12.919599,77.595962
12.997979,77.645649
12.924303,77.573069
12.944639,77.564284
13.016953,77.557428
12.988511,77.65453
12.974778,77.564914
13.011779,77.585289
12.981619,77.571784
12.9941,77.62288
12.98356,77.603552
12.929982,77.596846
12.988158,77.606485
12.987707,77.614804
12.986238,77.572395
12.990757,77.58171
12.997307,77.641364
12.97091,77.610395
12.992775,77.579663
12.978787,77.562891
12.960981,77.665475
12.990129,77.646747
12.928318,77.595027
13.003102,77.616692
12.911913,77.563291
13.03478,77.574077
12.957512,77.587584
12.992229,77.564315
12.981231,77.659718
13.005717,77.580768
12.978196,77.586155
12.978753,77.605439
13.009221,77.582656
13.034744,77.567204
